url,city,family_edition,value,you_save,discount_pct,num_sold,sold_out,started_at,weekday_start,duration,category,likes
http://livingsocial.com/deals/40869-bikini-12-or-brazilian-25-wax-or-peel-35,Chicago,0,30,18,60,245,0,5/24/2011,Tue,1,Beauty,5
http://livingsocial.com/deals/42944-two-all-you-can-eat-buffet-meals-or-two-pizzas,Chicago,0,10,5,50,735,0,5/24/2011,Tue,2,Restaurant,9
https://escapes.livingsocial.com/deals/44363-30-to-spend-on-food-and-drink,Chicago,0,30,15,50,272,0,5/25/2011,Wed,2,Restaurant,3
https://escapes.livingsocial.com/deals/43366-wine-and-cheese-tasting-for-two,Chicago,0,35,18,51,490,0,5/25/2011,Wed,2,Entertainment,12
http://livingsocial.com/deals/46470-mani-pedi-with-paraffin-dip,Chicago,0,50,25,50,390,0,5/25/2011,Wed,2,Beauty,9
http://escapes.livingsocial.com/deals/36283-2-three-hour-sailing-lessons,Chicago,0,300,145,48,204,0,5/25/2011,Wed,2,Entertainment,15
https://livingsocial.com/deals/39519-admission-for-two-adults-10-or-two-kids-5,Chicago,1,11,6,55,692,0,5/26/2011,Thu,7,Entertainment,28
http://livingsocial.com/deals/46460-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,289,0,5/26/2011,Thu,1,Restaurant,4
http://livingsocial.com/deals/31883-one-50-or-three-129-chemical-peels,Chicago,0,100,50,50,65,0,5/26/2011,Thu,1,Beauty,3
http://escapes.livingsocial.com/deals/39116-week-at-the-spa-package,Chicago,0,483,434,90,414,0,5/26/2011,Thu,2,Beauty,20
https://livingsocial.com/deals/38099-one-topping-jumbo-pizza-and-two-liter-soda,Chicago,0,36,18,50,301,0,5/26/2011,Thu,1,Restaurant,10
http://escapes.livingsocial.com/deals/41429-lasik-eye-surgery,Chicago,0,3800,1900,50,164,0,5/27/2011,Fri,3,Health,25
http://livingsocial.com/deals/43012-four-week-foreign-language-for-travelers-course,Chicago,0,150,82,55,185,0,5/30/2011,Mon,2,Services,4
http://livingsocial.com/deals/46964-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,201,0,5/30/2011,Mon,2,Restaurant,6
http://livingsocial.com/deals/49062-four-half-days-of-summer-camp,Chicago,1,115,65,57,191,0,5/30/2011,Mon,7,Entertainment,9
http://partners.livingsocial.com/deals/47824-introductory-class-and-50-toward-a-future-session,Chicago,0,90,60,67,91,0,5/30/2011,Mon,2,Health,15
http://livingsocial.com/deals/43985-15-to-spend-on-food-and-drink,Chicago,0,15,8,53,216,0,5/30/2011,Mon,2,Restaurant,4
http://livingsocial.com/deals/32813-haircut-and-color-50-or-no-chip-manicure-20,Chicago,0,100,50,50,244,0,5/31/2011,Tue,1,Beauty,7
http://livingsocial.com/deals/35160-40-or-100-to-spend-on-beaded-jewelry,Chicago,0,40,20,50,24,0,5/31/2011,Tue,1,Retail,2
http://livingsocial.com/deals/44741-10-to-spend-on-ice-cream-and-treats,Chicago,0,10,5,50,1679,0,5/31/2011,Tue,2,Specialty Food,21
http://escapes.livingsocial.com/deals/41698-two-tickets-to-the-kiss-kiss-cabaret-with-drinks,Chicago,0,52,28,54,1165,0,5/31/2011,Tue,1,Entertainment,15
http://livingsocial.com/deals/35341-dental-package-69-or-teeth-whitening-78,Chicago,0,250,181,72,35,0,6/1/2011,Wed,2,Health,3
http://livingsocial.com/deals/39213-haircut-package-30-with-partial-highlight-60,Chicago,0,70,40,57,92,0,6/1/2011,Wed,2,Beauty,3
http://livingsocial.com/deals/46946-evening-of-kayaking-and-beachside-bbq-microbrews,Chicago,0,110,61,55,1185,0,6/1/2011,Wed,1,Entertainment,83
https://escapes.livingsocial.com/deals/40816-50-of-athletic-gear-or-100-of-wetsuits-or-bikes,Chicago,0,50,25,50,197,0,6/1/2011,Wed,2,Retail,4
http://escapes.livingsocial.com/deals/45091-10-to-spend-on-food-and-drink,Chicago,0,10,5,50,253,0,6/2/2011,Thu,1,Restaurant,2
https://livingsocial.com/deals/41255-30-to-spend-on-food-and-drink,Chicago,0,30,15,50,346,0,6/2/2011,Thu,2,Restaurant,5
http://livingsocial.com/deals/38241-seven-youth-39-or-ten-adult-49-dance-classes,Chicago,1,105,66,63,137,0,6/2/2011,Thu,7,Entertainment,13
http://livingsocial.com/deals/48261-30-to-spend-on-gourmet-carryout,Chicago,0,30,15,50,764,0,6/2/2011,Thu,2,Restaurant,12
http://livingsocial.com/deals/43359-three-hour-blackjack-or-poker-party-for-25,Chicago,0,395,227,57,28,0,6/3/2011,Fri,3,Entertainment,9
http://livingsocial.com/deals/37774-4-hour-69-or-40-hour-199-mixology-course,Chicago,0,150,81,54,20,0,6/3/2011,Fri,0,Entertainment,2
http://livingsocial.com/deals/46495-five-exterior-works-car-washes,Chicago,0,70,35,50,83,0,6/3/2011,Fri,3,Services,3
http://livingsocial.com/deals/38214-ten-fitness-classes,Chicago,0,125,105,84,1003,0,6/3/2011,Fri,3,Health,24
http://livingsocial.com/deals/35959-10-to-spend-on-candy-chocolate-and-ice-cream,Chicago,0,10,5,50,302,0,6/5/2011,Sun,1,Specialty Food,3
http://livingsocial.com/deals/53253-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,393,0,6/6/2011,Mon,1,Restaurant,3
https://livingsocial.com/deals/36904-24-to-spend-on-organic-kids-clothes-and-toys,Chicago,1,24,12,50,202,0,6/6/2011,Mon,7,Entertainment,4
http://livingsocial.com/deals/46771-manicure-and-pedicure,Chicago,0,55,28,51,193,0,6/6/2011,Mon,1,Beauty,4
http://livingsocial.com/deals/33207-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,654,0,6/6/2011,Mon,1,Restaurant,7
http://livingsocial.com/deals/35032-one-month-of-unlimited-hot-yoga-classes,Chicago,0,130,101,78,466,0,6/6/2011,Mon,2,Health,17
http://livingsocial.com/deals/47992-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,259,0,6/7/2011,Tue,1,Restaurant,3
http://livingsocial.com/deals/35449-hour-long-massage-of-your-choice,Chicago,0,79,40,51,974,0,6/7/2011,Tue,1,Beauty,22
https://escapes.livingsocial.com/deals/36759-ultimate-pedicure-and-no-chip-shellac-manicure,Chicago,0,82,43,52,713,0,6/7/2011,Tue,1,Beauty,15
http://escapes.livingsocial.com/deals/48306-group-27-or-private-cooking-class-55,Chicago,0,55,28,51,284,0,6/7/2011,Tue,2,Entertainment,14
http://livingsocial.com/deals/58061-40-to-spend-on-beauty-products,Chicago,0,40,20,50,129,0,6/8/2011,Wed,1,Retail,6
http://livingsocial.com/deals/45927-classic-or-specialty-cupcakes,Chicago,0,16,8,50,1158,0,6/8/2011,Wed,1,Specialty Food,22
http://livingsocial.com/deals/45451-cleaning-for-gutters-windows-or-deck,Chicago,0,150,95,63,162,0,6/8/2011,Wed,2,Services,2
http://livingsocial.com/deals/55707-20-or-40-to-spend-on-food-and-drink,Chicago,0,20,10,50,333,0,6/8/2011,Wed,1,Restaurant,0
http://livingsocial.com/deals/39323-150-to-spend-on-home-furnishings,Chicago,0,150,75,50,331,0,6/9/2011,Thu,1,Retail,19
https://livingsocial.com/deals/31958-four-week-piano-workshop,Chicago,1,100,50,50,70,0,6/9/2011,Thu,7,Entertainment,6
http://livingsocial.com/deals/45592-botox-or-dysport-treatment-for-one-facial-area,Chicago,0,375,226,60,94,0,6/10/2011,Fri,3,Beauty,5
http://livingsocial.com/deals/52085-2-5-hour-morning-segway-tour,Chicago,0,69,35,51,2681,0,6/10/2011,Fri,3,Entertainment,31
http://livingsocial.com/deals/43680-laser-hair-removal-or-radiesse-dermal-filler,Chicago,0,199,100,50,143,0,6/10/2011,Fri,3,Beauty,2
https://livingsocial.com/deals/52657-100-to-spend-on-digitization-of-video-and-more,Chicago,0,100,50,50,131,0,6/10/2011,Fri,3,Services,3
http://livingsocial.com/deals/42729-25-to-spend-on-food-and-drink,Chicago,0,25,15,60,831,0,6/11/2011,Sat,2,Restaurant,10
http://livingsocial.com/deals/32265-brazilian-keratin-hair-treatment-or-hair-package,Chicago,0,350,211,60,275,0,6/12/2011,Sun,2,Beauty,14
http://escapes.livingsocial.com/deals/40836-improve-your-swing-golf-package,Chicago,0,205,126,61,135,0,6/13/2011,Mon,2,Entertainment,1
http://livingsocial.com/deals/51855-hour-long-massage,Chicago,0,70,35,50,591,0,6/13/2011,Mon,1,Beauty,4
http://livingsocial.com/deals/42669-paddleboard-rental-for-two-25-with-lesson-70,Chicago,0,50,25,50,602,0,6/13/2011,Mon,1,Entertainment,10
http://livingsocial.com/deals/46829-paintball-package-for-two,Chicago,1,91,46,51,385,0,6/13/2011,Mon,7,Entertainment,39
http://livingsocial.com/deals/53551-40-to-spend-on-clothing-and-accessories,Chicago,0,40,20,50,41,0,6/14/2011,Tue,1,Retail,0
http://livingsocial.com/deals/47980-personalized-30-page-classic-hardcover-photo-book,Chicago,0,45,26,58,1544,0,6/14/2011,Tue,1,Retail,16
http://escapes.livingsocial.com/deals/40857-hour-long-swedish-massage,Chicago,0,60,30,50,189,0,6/14/2011,Tue,1,Beauty,2
http://livingsocial.com/deals/53167-vip-golf-discount-book,Chicago,0,30,15,50,144,0,6/14/2011,Tue,1,Entertainment,7
https://livingsocial.com/deals/51609-hard-rock-hotel,Chicago,0,404,205,51,447,0,6/15/2011,Wed,7,Escapes,66
http://escapes.livingsocial.com/deals/55051-one-month-of-unlimited-yoga-and-10-gift-card,Chicago,0,178,148,83,111,0,6/15/2011,Wed,2,Health,3
http://livingsocial.com/deals/38259-20-to-spend-on-frozen-treats,Chicago,0,20,10,50,537,0,6/15/2011,Wed,2,Specialty Food,11
http://livingsocial.com/deals/51593-six-premium-car-washes,Chicago,0,30,15,50,64,0,6/15/2011,Wed,1,Services,1
http://livingsocial.com/deals/56509-byob-sushi-making-class,Chicago,0,85,46,54,583,0,6/15/2011,Wed,2,Entertainment,15
http://livingsocial.com/deals/43803-2-5-hour-semi-private-sailing-cruise-for-two,Chicago,0,488,289,59,158,0,6/16/2011,Thu,2,Entertainment,6
http://livingsocial.com/deals/53559-20-to-spend-on-fresh-seafood,Chicago,0,20,10,50,1249,0,6/16/2011,Thu,1,Specialty Food,7
http://livingsocial.com/deals/47967-40-to-spend-on-food-and-drink,Chicago,0,40,20,50,803,0,6/16/2011,Thu,2,Restaurant,3
http://livingsocial.com/deals/40309-two-play-passes-14-or-30-day-membership-45,Chicago,1,28,14,50,217,0,6/16/2011,Thu,7,Entertainment,12
http://escapes.livingsocial.com/deals/49951-photofacial,Chicago,0,300,190,63,69,0,6/17/2011,Fri,3,Beauty,2
http://livingsocial.com/deals/55609-private-golf-lessons-or-two-day-golf-school,Chicago,0,70,41,59,126,0,6/17/2011,Fri,3,Entertainment,2
https://escapes.livingsocial.com/deals/56679-exam-or-dental-implant-with-porcelain-crown,Chicago,0,2011,1576,78,47,0,6/17/2011,Fri,3,Health,3
http://livingsocial.com/deals/30624-90-minute-flying-lesson-+-photo,Chicago,0,199,100,50,687,0,6/17/2011,Fri,3,Entertainment,23
http://livingsocial.com/deals/52369-chauffeur-service-to-o-hare-or-midway,Chicago,0,92,53,58,1198,0,6/18/2011,Sat,2,Services,3
http://livingsocial.com/deals/46975-10-or-20-to-spend-on-food-and-drink,Chicago,0,10,5,50,461,0,6/19/2011,Sun,1,Restaurant,4
https://livingsocial.com/deals/49925-kettlebell-classes-27-with-meal-program-47,Chicago,0,149,122,82,188,0,6/20/2011,Mon,1,Health,11
http://livingsocial.com/deals/43538-byob-painting-class,Chicago,0,40,20,50,2300,0,6/20/2011,Mon,1,Entertainment,37
https://escapes.livingsocial.com/deals/47957-bikini-15-or-brazilian-25-wax,Chicago,0,55,30,55,289,0,6/20/2011,Mon,1,Beauty,3
http://escapes.livingsocial.com/deals/61115-interior-and-exterior-auto-detailing-package,Chicago,0,235,155,66,137,0,6/20/2011,Mon,1,Services,0
http://livingsocial.com/deals/37842-20-to-spend-on-paint-your-own-pottery,Chicago,1,20,13,65,1178,0,6/20/2011,Mon,7,Entertainment,31
http://livingsocial.com/deals/20880-30-to-spend-on-food-and-drink,Chicago,0,30,15,50,2491,0,6/21/2011,Tue,1,Restaurant,19
https://livingsocial.com/deals/47515-two-year-subscription,Chicago,0,20,10,50,222,0,6/21/2011,Tue,1,Services,1
https://escapes.livingsocial.com/deals/45754-10-to-spend-on-food-and-drink,Chicago,0,10,5,50,1710,0,6/21/2011,Tue,2,Restaurant,14
http://escapes.livingsocial.com/deals/56775-bikini-or-brazilian-wax-or-mani-pedi-and-lip-wax,Chicago,0,30,15,50,270,0,6/21/2011,Tue,2,Beauty,3
https://livingsocial.com/deals/46896-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,167,0,6/22/2011,Wed,1,Restaurant,1
http://livingsocial.com/deals/60755-10-to-spend-on-food-and-drink,Chicago,0,10,5,50,400,0,6/22/2011,Wed,2,Restaurant,9
https://escapes.livingsocial.com/deals/51639-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,230,0,6/22/2011,Wed,1,Specialty Food,5
http://livingsocial.com/deals/46239-three-foreign-language-classes-and-cd,Chicago,1,150,81,54,45,0,6/23/2011,Thu,7,Entertainment,3
http://livingsocial.com/deals/39603-25-to-spend-on-food-and-drink,Chicago,0,25,13,52,190,0,6/23/2011,Thu,1,Restaurant,3
https://livingsocial.com/deals/58577-two-lipo-laser-treatments,Chicago,0,800,701,88,3000,0,6/23/2011,Thu,2,Beauty,31
https://livingsocial.com/deals/60687-window-washing-49-or-deck-cleaning-249,Chicago,0,125,76,61,54,0,6/24/2011,Fri,3,Services,2
http://escapes.livingsocial.com/deals/37411-microdermabrasion-or-laser-facial-rejuvenation,Chicago,0,150,101,67,117,0,6/24/2011,Fri,3,Beauty,4
https://livingsocial.com/deals/57699-interior-painting-for-one-room,Chicago,0,250,161,64,211,0,6/24/2011,Fri,3,Services,4
http://escapes.livingsocial.com/deals/52911-three-course-meal-for-two,Chicago,0,65,33,51,1451,0,6/24/2011,Fri,3,Restaurant,18
http://escapes.livingsocial.com/deals/40739-two-month-membership-and-personal-training-session,Chicago,0,140,120,86,860,0,6/25/2011,Sat,2,Health,22
http://livingsocial.com/deals/36923-30-to-spend-on-salon-services,Chicago,0,30,15,50,41,0,6/26/2011,Sun,2,Beauty,4
https://livingsocial.com/deals/48191-20-to-spend-on-wine-and-accessories,Chicago,0,20,10,50,230,0,6/27/2011,Mon,1,Retail,5
http://escapes.livingsocial.com/deals/56131-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,501,0,6/27/2011,Mon,1,Specialty Food,18
http://livingsocial.com/deals/29576-30-or-80-to-spend-on-customized-merchandise,Chicago,1,30,15,50,8,0,6/27/2011,Mon,7,Retail,4
http://livingsocial.com/deals/41614-dental-package-or-zoom-teeth-whitening-treatment,Chicago,0,149,90,60,92,0,6/27/2011,Mon,1,Health,1
http://livingsocial.com/deals/40435-30-to-spend-on-deli-meats-cheeses-and-more,Chicago,0,30,15,50,250,0,6/27/2011,Mon,2,Specialty Food,5
https://livingsocial.com/deals/70455-60-to-spend-on-eyeglasses,Chicago,0,60,41,68,130,0,6/28/2011,Tue,1,Health,7
https://livingsocial.com/deals/42445-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,127,0,6/28/2011,Tue,2,Restaurant,4
http://livingsocial.com/deals/46055-six-yoga-classes,Chicago,0,75,55,73,185,0,6/28/2011,Tue,1,Health,7
http://livingsocial.com/deals/42482-spa-manicure-and-pedicure,Chicago,0,52,26,50,1157,0,6/28/2011,Tue,1,Beauty,19
http://livingsocial.com/deals/47481-two-tickets-to-a-friday-night-show,Chicago,0,20,10,50,953,0,6/29/2011,Wed,1,Entertainment,18
https://livingsocial.com/deals/53375-eye-exam-and-150-to-spend-on-prescription-eyewear,Chicago,0,215,165,77,58,0,6/29/2011,Wed,1,Health,1
http://livingsocial.com/deals/51665-15-or-30-to-spend-on-food-and-drink,Chicago,0,15,8,53,353,0,6/29/2011,Wed,2,Restaurant,2
http://livingsocial.com/deals/47829-carpet-cleaning-for-two-rooms,Chicago,0,110,60,55,87,0,6/29/2011,Wed,2,Services,1
http://livingsocial.com/deals/31554-vitamin-c-or-microdermabrasion-facial,Chicago,0,199,100,50,36,0,6/30/2011,Thu,1,Beauty,2
http://livingsocial.com/deals/58441-six-month-meal-planning-package,Chicago,1,30,15,50,238,0,6/30/2011,Thu,7,Services,4
http://escapes.livingsocial.com/deals/31675-spider-vein-treatment,Chicago,0,320,160,50,83,0,6/30/2011,Thu,2,Beauty,0
http://livingsocial.com/deals/55489-one-59-or-three-149-ipl-photofacials,Chicago,0,300,241,80,97,0,6/30/2011,Thu,1,Beauty,0
http://livingsocial.com/deals/61665-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,436,0,6/30/2011,Thu,1,Restaurant,8
http://escapes.livingsocial.com/deals/33886-six-laser-hair-removal-treatments,Chicago,0,600,475,79,181,0,7/1/2011,Fri,3,Beauty,0
https://livingsocial.com/deals/45936-eye-exam-and-175-to-spend-on-prescription-eyewear,Chicago,0,239,160,67,29,0,7/1/2011,Fri,3,Health,1
http://livingsocial.com/deals/62683-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,255,0,7/1/2011,Fri,3,Restaurant,1
http://livingsocial.com/deals/42222-15-or-30-to-spend-on-food-and-drink,Chicago,0,15,8,53,440,0,7/1/2011,Fri,3,Restaurant,10
http://livingsocial.com/deals/46298-20-to-spend-on-food-and-drink,Chicago,0,20,10,50,1039,0,7/2/2011,Sat,2,Restaurant,17
http://livingsocial.com/deals/43781-14-to-spend-on-frozen-yogurt,Chicago,0,14,7,50,307,0,7/3/2011,Sun,1,Specialty Food,2
http://livingsocial.com/deals/29718-40-to-spend-on-salon-services,Dallas,0,40,20,50,248,0,3/21/2011,Mon,1,Beauty,4
http://livingsocial.com/deals/27267-two-tickets-to-the-dallas-shrine-circus,Dallas,1,33,18,55,454,0,3/21/2011,Mon,7,Entertainment,43
http://livingsocial.com/deals/29952-50-to-spend-on-tickets-to-boris-godunov,Dallas,0,50,25,50,240,0,3/22/2011,Tue,2,Entertainment,17
http://livingsocial.com/deals/31196-25-to-spend-on-music-dvds-and-other-merchandise,Dallas,0,25,14,56,1495,0,3/23/2011,Wed,1,Retail,56
http://livingsocial.com/deals/32366-20-to-spend-on-food-and-non-alcoholic-drinks,Dallas,0,20,10,50,962,0,3/24/2011,Thu,1,Restaurant,15
http://livingsocial.com/deals/19083-six-laser-hair-removal-treatments-and-20-to-spend,Dallas,0,1080,991,92,795,0,3/25/2011,Fri,3,Beauty,18
http://livingsocial.com/deals/28482-photo-shoot-and-six-photo-sheets,Dallas,0,108,90,83,1596,0,3/26/2011,Sat,3,Services,73
http://livingsocial.com/deals/29985-season-membership-for-two-35-or-four-60,Dallas,1,70,35,50,334,0,3/28/2011,Mon,7,Entertainment,21
http://livingsocial.com/deals/32275-registration-for-the-dallas-survival-race,Dallas,0,50,25,50,432,0,3/29/2011,Tue,1,Entertainment,51
http://livingsocial.com/deals/25654-skin-spa-signature-treatment,Dallas,0,100,60,60,510,0,3/30/2011,Wed,1,Beauty,19
http://livingsocial.com/deals/31960-summer-bbq-pack-or-smart-n-lean-pack,Dallas,0,129,70,54,567,0,4/1/2011,Fri,3,Services,32
http://livingsocial.com/deals/28766-hour-long-aloe-vera-and-herbal-body-wrap,Dallas,0,120,60,50,217,0,4/4/2011,Mon,1,Beauty,5
http://livingsocial.com/deals/32138-specialty-clinic-or-kicking-and-punting-camp,Dallas,1,240,120,50,7,0,4/4/2011,Mon,7,Health,3
http://livingsocial.com/deals/36367-personalized-canvas-print,Dallas,0,56,28,50,875,0,4/5/2011,Tue,1,Retail,26
http://livingsocial.com/deals/28323-haircut-and-style-30-with-color-50,Dallas,0,65,35,54,343,0,4/6/2011,Wed,1,Beauty,9
http://livingsocial.com/deals/33206-weight-loss-progam,Dallas,0,699,600,86,785,0,4/7/2011,Thu,2,Health,26
http://livingsocial.com/deals/35248-30-to-spend-on-food,Dallas,0,30,15,50,409,0,4/8/2011,Fri,3,Restaurant,37
http://livingsocial.com/deals/26016-full-studio-sitting-and-two-5x7-folio-portraits,Dallas,1,200,150,75,48,0,4/11/2011,Mon,7,Services,2
http://livingsocial.com/deals/34222-eight-fitness-classes,Dallas,0,48,24,50,81,0,4/11/2011,Mon,1,Health,3
http://livingsocial.com/deals/35898-hour-long-byob-painting-lesson,Dallas,0,70,35,50,470,0,4/13/2011,Wed,2,Entertainment,21
http://livingsocial.com/deals/33933-eco-friendly-house-cleaning,Dallas,0,90,45,50,278,0,4/14/2011,Thu,2,Services,11
http://livingsocial.com/deals/35251-20-to-spend-on-pizza-and-pasta,Dallas,0,20,10,50,906,0,4/15/2011,Fri,3,Restaurant,16
http://livingsocial.com/deals/28953-facial-and-paraffin-treatment,Dallas,0,110,61,55,86,0,4/18/2011,Mon,1,Beauty,4
http://livingsocial.com/deals/35233-20-to-spend-on-educational-and-craft-supplies,Dallas,1,20,10,50,201,0,4/18/2011,Mon,7,Retail,17
http://livingsocial.com/deals/39596-30-to-spend-on-watches,Dallas,0,30,15,50,326,0,4/19/2011,Tue,1,Retail,8
http://livingsocial.com/deals/36833-six-month-subscription,Dallas,0,30,15,50,329,0,4/20/2011,Wed,1,Services,5
http://escapes.livingsocial.com/deals/36953-keratin-express-or-microdermabrasion-treatment,Dallas,0,100,61,61,156,0,4/21/2011,Thu,1,Beauty,12
http://livingsocial.com/deals/25800-kids-summer-dance-classes,Dallas,1,130,70,54,54,0,4/21/2011,Thu,7,Health,4
http://livingsocial.com/deals/28862-40-to-spend-on-greek-fare,Dallas,0,40,20,50,570,0,4/22/2011,Fri,3,Restaurant,14
http://livingsocial.com/deals/30094-80-to-spend-on-mineral-makeup,Dallas,0,80,50,63,131,0,4/25/2011,Mon,1,Other,7
http://livingsocial.com/deals/35818-admission-for-two-or-four-or-mother-s-day-concert,Dallas,1,16,8,50,242,0,4/25/2011,Mon,7,Entertainment,12
http://livingsocial.com/deals/34773-30-to-spend-on-pre-made-healthy-meals,Dallas,0,30,15,50,386,0,4/26/2011,Tue,1,Specialty Food,9
https://livingsocial.com/deals/39326-hour-long-45-or-90-minute-75-massage,Dallas,0,105,60,57,494,0,4/27/2011,Wed,2,Beauty,17
http://livingsocial.com/deals/39955-two-hours-of-home-repairs-and-renovations,Dallas,0,150,75,50,292,0,4/28/2011,Thu,2,Services,3
http://livingsocial.com/deals/28796-tea-party-for-up-to-eight-children,Dallas,1,289,145,50,31,0,4/28/2011,Thu,7,Entertainment,10
https://livingsocial.com/deals/36980-two-hiking-yoga-sessions-or-14-day-guided-cleanse,Dallas,0,40,20,50,302,0,4/29/2011,Fri,3,Health,11
http://livingsocial.com/deals/31477-mobile-laser-tag-party,Dallas,1,195,98,50,32,0,5/2/2011,Mon,7,Entertainment,10
http://livingsocial.com/deals/34968-25-to-spend-on-quesadillas,Dallas,0,25,13,52,1139,0,5/3/2011,Tue,2,Restaurant,20
http://livingsocial.com/deals/42271-sierra-madre-shores,Dallas,0,2898,1399,48,2,0,5/4/2011,Wed,7,Escapes,15
http://livingsocial.com/deals/40815-amazing-mobile-wash-or-detail,Dallas,0,55,28,51,403,0,5/4/2011,Wed,2,Services,10
http://livingsocial.com/deals/35874-20-to-spend-on-family-friendly-fare,Dallas,1,20,10,50,1890,0,5/5/2011,Thu,7,Restaurant,47
http://livingsocial.com/deals/31952-peel-facial-and-eye-treatment,Dallas,0,125,75,60,200,0,5/5/2011,Thu,1,Beauty,4
http://livingsocial.com/deals/37834-50-target-round-of-sporting-clays,Dallas,0,75,38,51,919,0,5/6/2011,Fri,3,Entertainment,16
http://livingsocial.com/deals/38196-children-s-basketball-training-clinic,Dallas,1,108,54,50,11,0,5/9/2011,Mon,7,Entertainment,3
http://livingsocial.com/deals/35552-12-to-spend-on-asian-fare,Dallas,0,12,6,50,728,0,5/9/2011,Mon,1,Restaurant,1
http://escapes.livingsocial.com/deals/44912-propane-tank-exchange,Dallas,0,18,9,50,771,0,5/10/2011,Tue,1,Services,29
http://livingsocial.com/deals/44359-gourmet-vegan-cooking-demo-or-class,Dallas,0,60,31,52,234,0,5/11/2011,Wed,1,Entertainment,18
http://livingsocial.com/deals/28981-50-to-spend-on-salon-services,Dallas,0,50,25,50,70,0,5/12/2011,Thu,1,Beauty,4
http://livingsocial.com/deals/34176-two-general-admission-and-two-children-s-tickets,Dallas,1,26,13,50,182,0,5/12/2011,Thu,7,Entertainment,14
http://livingsocial.com/deals/46007-exam-cleaning-x-rays-and-teeth-whitening,Dallas,0,400,321,80,244,0,5/13/2011,Fri,3,Health,21
http://escapes.livingsocial.com/deals/25761-two-hour-family-photography-shoot-prints-and-cd,Dallas,1,325,260,80,39,0,5/16/2011,Mon,7,Services,8
http://livingsocial.com/deals/43484-20-to-spend-on-baked-goods,Dallas,0,20,10,50,64,0,5/16/2011,Mon,1,Specialty Food,0
http://livingsocial.com/deals/25019-vitamin-c-peel,Dallas,0,140,71,51,82,0,5/17/2011,Tue,1,Beauty,2
http://livingsocial.com/deals/42675-two-hours-of-moving-services,Dallas,0,158,80,51,238,0,5/18/2011,Wed,1,Services,10
http://livingsocial.com/deals/44558-10-to-spend-on-tacos,Dallas,0,10,5,50,1042,0,5/19/2011,Thu,1,Restaurant,20
http://livingsocial.com/deals/43006-one-11-or-four-30-tickets,Dallas,1,23,12,52,249,0,5/19/2011,Thu,7,Entertainment,7
http://livingsocial.com/deals/46722-30-to-spend-on-pizza-and-more,Dallas,0,30,15,50,354,0,5/23/2011,Mon,1,Restaurant,9
https://livingsocial.com/deals/46136-two-tickets-to-the-super-chevy-show,Dallas,0,42,21,50,161,0,5/24/2011,Tue,1,Entertainment,15
http://escapes.livingsocial.com/deals/43354-blowout-conditioning-treatment-style-and-facial,Dallas,0,90,45,50,389,0,5/25/2011,Wed,1,Beauty,16
http://livingsocial.com/deals/51501-children-s-cookbook-and-cutting-board,Dallas,1,44,22,50,62,0,5/26/2011,Thu,7,Entertainment,0
http://escapes.livingsocial.com/deals/32368-20-units-of-botox,Dallas,0,310,161,52,178,0,5/27/2011,Fri,3,Beauty,9
http://escapes.livingsocial.com/deals/52781-40-to-spend-on-beauty-products,Dallas,0,40,20,50,70,0,5/30/2011,Mon,2,Retail,5
http://livingsocial.com/deals/47585-24th-annual-texas-black-invitational-rodeo-ticket,Dallas,1,10,5,50,473,0,5/30/2011,Mon,7,Entertainment,17
http://escapes.livingsocial.com/deals/41892-two-hours-of-house-cleaning,Dallas,0,150,100,67,468,0,6/1/2011,Wed,2,Services,17
http://livingsocial.com/deals/48001-70-to-spend-on-handbags,Dallas,0,70,40,57,31,0,6/2/2011,Thu,1,Retail,7
http://livingsocial.com/deals/26014-one-year-moore-circle-membership,Dallas,1,125,65,52,155,0,6/2/2011,Thu,7,Entertainment,10
http://livingsocial.com/deals/56781-20-or-32-to-spend-on-organic-apparel,Dallas,0,20,10,50,42,0,6/3/2011,Fri,3,Retail,2
http://escapes.livingsocial.com/deals/57239-80-to-spend-on-photo-to-canvas-printing,Dallas,0,80,40,50,396,0,6/4/2011,Sat,2,Services,14
https://livingsocial.com/deals/48229-30-to-spend-on-athletic-apparel,Dallas,0,30,15,50,385,0,6/5/2011,Sun,2,Retail,1
http://livingsocial.com/deals/53879-six-baby-boot-camp-classes,Dallas,1,75,40,53,46,0,6/6/2011,Mon,7,Health,1
http://livingsocial.com/deals/54661-two-comedy-tickets,Dallas,0,36,18,50,363,0,6/6/2011,Mon,1,Entertainment,6
https://livingsocial.com/deals/57173-187-to-spend-on-jeans,Dallas,0,187,97,52,14,0,6/7/2011,Tue,1,Retail,1
https://livingsocial.com/deals/34059-haircut-condition-blow-dry-and-style,Dallas,0,75,40,53,152,0,6/8/2011,Wed,1,Beauty,8
